term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),3.2048566047542906,0.19227881583897904,16.667757135753057,2.876990721860944e-46,2.8266818177594675,3.5830313917491137
horas_redes,-0.025607075548310414,0.012372106593029852,-2.0697425580488313,0.03921394150791424,-0.049940587043484766,-0.0012735640531360594
horas_estudio,0.06783833980237448,0.01588136439284567,4.271568747137034,2.5077862099411373e-5,0.036602805246757325,0.09907387435799164
asistencia,0.010722261859855406,0.0020219782654107973,5.302857129216968,2.0310808527404662e-7,0.006745426468533651,0.01469909725117716
distraccion_acad,-0.05270415251299752,0.023221015907709804,-2.269674708568576,0.023838635576546426,-0.09837534466375203,-0.007032960362243004
