term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),4.256344730814667,0.06428438592592203,66.21117507009332,2.1361813965707624e-200,4.129913700156614,4.38277576147272
horas_redes,-0.039419997268484865,0.013145315313487095,-2.998786741010308,0.0029039718717300254,-0.06527348780854281,-0.013566506728426929
