term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),3.321413275691208,0.2112591128024235,15.721988186126216,1.9608959826270745e-42,2.9059037817235347,3.736922769658881
horas_redes,-0.05678592301714483,0.02658070490112564,-2.136358807201537,0.033349379770505165,-0.10906549144030664,-0.004506354593983013
distraccion_acad,-0.09563452325587024,0.03984940539501124,-2.3998983750920093,0.016926076516170663,-0.17401129030250262,-0.01725775620923785
horas_estudio,0.06872853605232121,0.015878378183153227,4.328435515236775,1.9670721721259856e-5,0.03749856070882138,0.09995851139582104
asistencia,0.010815272617187842,0.0020210069936818995,5.351427605643473,1.5889760470266536e-7,0.006840307551253603,0.014790237683122081
horas_redes:distraccion_acad,0.010008765688368705,0.007554322541523026,1.3249057917972933,0.18607420017625537,-0.004849257214683119,0.02486678859142053
