modelo,r.squared,adj.r.squared,sigma,rmse,mae,AIC,BIC,p.value,df.residual
Modelo 3: interaccion,0.18357862314972107,0.1718146263651349,0.5996121832229518,0.5944944891981021,0.49472046037743433,648.6196586722184,675.6849350707515,7.402143236208419e-14,347
