promedio,horas_redes,distraccion_acad,horas_estudio,asistencia,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid,indice
3.94,4,4,6,95,4.311693856559819,-0.3716938565598187,0.011472143555944437,0.6001416153143787,7.518745198846541e-4,-0.6234770595252709,161
3.75,1.5,1,4,98,4.490423877135867,-0.7404238771358669,0.015273305764477834,0.5991367456802852,0.004002859139653255,-1.2443773897220616,162
3,2,5,3,80,3.901163887793245,-0.9011638877932451,0.017765228036765536,0.5984850356636959,0.006931952692784653,-1.5164415633513968,163
3.5,5.5,4,4,77.5,3.959843223258884,-0.45984322325888405,0.007699629769201132,0.5999650007348158,7.664979013556716e-4,-0.7698706539933966,164
3.5,4,3,3,100,4.215184071991191,-0.7151840719911906,0.005180285005817728,0.5992394350371494,0.0012411046629937968,-1.1958458300350259,165
3.7,5,5,1,80,3.7434805319626987,-0.04348053196269852,0.012258887077145687,0.6004734434191229,1.1011901882987497e-5,-0.072963025613226,166
3.5,4,4,2,70,3.766397896920838,-0.26639789692083804,0.008472767522831187,0.6003057771217571,2.8352113158729473e-4,-0.4461778641069802,167
3.9,2,2,8,100,4.687962996036006,-0.7879629960360064,0.02010074054083806,0.5989512591020772,0.006025161566721134,-1.3275309641292405,168
3.4499999999999997,3.5,2,1,70,3.827252477693512,-0.3772524776935122,0.009245847056528289,0.6001322535071266,6.214224751858766e-4,-0.6320896826752552,169
3.72,2,3,3,85,4.10647423463745,-0.3864742346374501,0.005033902473213194,0.600116672832514,3.520766115242481e-4,-0.6461687574930456,170
3.9,4.5,3,3,100,4.201804259015171,-0.3018042590151713,0.00519988066932166,0.6002576599017069,2.2186066013127806e-4,-0.5046461930286533,171
3.75,3,3,0,70,3.71129991127063,0.03870008872937003,0.012151946192669244,0.6004744009954576,8.645643326378613e-6,0.06493763054673271,172
3.63,8,4,3,75,3.822199355004418,-0.19219935500441832,0.01288094170125684,0.6003879830660236,2.263707164000271e-4,-0.32262402788991107,173
3.88,2.5,4,4,98,4.2318088927022455,-0.3518088927022456,0.009002928684081908,0.6001774096471151,5.25969482453664e-4,-0.5893864931183942,174
3.67,3.66666666666667,2,2,99,4.203495854370879,-0.5334958543708792,0.007359857852819485,0.5997876242123157,9.854979136960337e-4,-0.8930271930390155,175
3.94,6,3,2,100,4.092936284034792,-0.1529362840347921,0.007663556354372559,0.6004213240019506,8.438036373657282e-5,-0.2560416484819004,176
3.68,6,4,1,95,3.9345494557708736,-0.2545494557708734,0.009788537450722381,0.6003205534266997,2.998569411333462e-4,-0.42661659950403724,177
3.75,4,4,2,80,3.8745506230927167,-0.1245506230927167,0.00623174593143256,0.6004404817317125,4.5377353397045124e-5,-0.20836889878034848,178
3.6,6.5,1,1,65,3.693448485967824,-0.09344848596782374,0.022634619683996347,0.6004565469853255,9.59205565473205e-5,-0.1576425114524161,179
3.03,6,4,2,75,3.786972539479438,-0.7569725394794382,0.00758576739526506,0.5990869206811603,0.0020458870634451694,-1.26725258119613,180
