estimate,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative
0.13952361480269815,4.1469863013698625,4.007462686567164,1.956864289429589,0.051323071171146394,289.8988034634013,-8.068607760352576e-4,0.27985409038143155,Welch Two Sample t-test,two.sided
